week,channel,SARS-CoV2/PMMoV x 1000,infA/PMMoV x 1000,infB/PMMoV x 1000
2023-17,Kalmar,6.26197785,5.93972745,34.4308264
2023-17,Jönköping,4.19824303,49.1517512,148.221717
2023-17,Västerås,2.73104052,7.01876952,10.8457639
2023-17,Östersund,7.92514463,6.03956833,129.316692
2023-17,Göteborg,3.96299985,17.9956987,70.3094452
2023-19,Uppsala,3.58095984,0,181.1819
2023-19,Gävle,3.93686012,0,0
2023-19,Stockholm-Käppala,4.76733209,0,111.61985
2023-19,Östhammar,13.1877869,0,490.035824
2023-19,Malmö,2.98686164,12.5996437,29.1541033
2023-19,Umeå,8.15831568,0,111.402911
2023-19,Kalmar,6.58233359,9.57232062,57.7225889
2023-19,Helsingborg,3.17138789,12.4546521,108.359423
2023-19,Jönköping,3.74275899,1.68916792,86.188554
2023-19,Östersund,5.73681339,40.4678091,70.1382641
2023-19,Göteborg,5.88784318,0,0
2023-19,Örebro,3.50700973,0,0
2023-19,Västerås,5.33491169,0,119.05381
2023-20,Uppsala,4.90437863,23.3562158,52.860661
2023-20,Gävle,3.51104682,0,1.84092712
2023-20,Stockholm-Käppala,3.28163797,13.5571218,42.2368092
2023-20,Östhammar,3.89164291,0,66.4771854
2023-20,Malmö,2.60028792,16.8875535,20.3992
2023-20,Örebro,1.64714804,0,0
2023-20,Umeå,4.51315102,20.321556,41.4765737
2023-20,Kalmar,4.08782123,16.9915994,26.7122736
2023-20,Helsingborg,2.89406322,2.48733231,21.9629249
2023-20,Jönköping,2.21987587,8.16129642,22.5473254
2023-20,Västerås,2.52604534,0,6.36426601
2023-20,Östersund,5.1032915,0,54.3132482
2023-20,Göteborg,1.47977125,4.82921211,9.89122323
2023-21,Uppsala,3.83716615,0,36.9109407
2023-21,Gävle,2.49185244,0,0
2023-21,Stockholm-Käppala,2.92745147,40.1640068,60.2463157
2023-21,Östhammar,3.60924045,9.12817316,26.9046272
2023-21,Malmö,3.28592237,0,19.7003064
2023-21,Örebro,1.13105147,0,5.80384844
2023-21,Umeå,12.3593775,2.55896032,30.7072167
2023-21,Kalmar,2.77797508,12.6398633,30.5628764
2023-21,Helsingborg,2.43399632,3.83487783,5.61630617
2023-21,Jönköping,3.06765723,14.4364947,37.5692184
2023-21,Västerås,2.6564896,0,9.01308062
2023-21,Östersund,3.31540252,0,31.2956922
2023-21,Göteborg,2.38476302,26.5637006,33.4234927
2023-21,Luleå,3.26832225,0,23.3342556
2023-21,Karlstad,3.98396591,42.8519502,60.1186604
2023-22,Uppsala,5.57283477,9.24533,23.28726
2023-22,Gävle,2.21123831,0,0
2023-22,Stockholm-Käppala,3.37303834,0,44.70123
2023-22,Malmö,2.53347487,18.18335,6.615
2023-22,Örebro,1.47555161,0,2.292099
2023-22,Umeå,3.76868287,0,74.13274
2023-22,Kalmar,6.44473118,0,6.512363
2023-22,Helsingborg,3.73866402,0,11.52634
2023-22,Jönköping,3.29018118,3.911008,5.351202
2023-22,Västerås,2.09199857,0,0
2023-22,Göteborg,3.36073452,17.5541018,44.0256279
2023-22,Stockholm-Grödinge,5.3139142,0,131.4839
2023-22,Linköping,2.63388051,26.32704,11.7795
2023-22,Luleå,7.78403224,0,0
2023-22,Östersund,14.08935,0,11.68923
2023-22,Östhammar,23.8048803,0,143.6247
2023-23,Stockholm-Käppala,3.18733289,5.130256,36.45586
2023-23,Malmö,3.40453563,4.682634,3.626296
2023-23,Umeå,7.02646684,17.10402,11.28356
2023-23,Kalmar,1.61754653,2.550872,0
2023-23,Helsingborg,1.00007109,0,0
2023-23,Västerås,1.87273886,0,1.52955
2023-23,Göteborg,1.46938071,22.94369,32.05634
2023-23,Linköping,2.47967235,12.85977,9.742625
2023-23,Karlstad,3.62315253,0,60.75952
2023-23,Stockholm-Grödinge,3.58401987,0,0
2023-23,Uppsala,4.8538408,19.72141,26.30522
2023-23,Gävle,5.25409448,0,0
2023-23,Luleå,2.06499244,0,0
2023-24,Gävle,2.95264159,0,0
2023-24,Stockholm-Käppala,2.322978,3.365469,0
2023-24,Östhammar,1.3676307,0,0
2023-24,Malmö,2.16306031,0,0
2023-24,Örebro,1.6113079,0,0
2023-24,Umeå,4.6133614,15.06894,309.2479
2023-24,Kalmar,1.0310353,0,0
2023-24,Helsingborg,2.34712325,0,0
2023-24,Jönköping,4.53766379,0,48.69316
2023-24,Västerås,1.46572249,0,0
2023-24,Östersund,11.8484807,0,0
2023-24,Göteborg,1.77907892,0,0
2023-24,Stockholm-Grödinge,2.55745195,0,0
2023-24,Linköping,3.26298006,26.54585,0
2023-24,Karlstad,1.68121112,60.45267,0
2023-24,Luleå,5.03212799,13.2533,0
2023-24,Uppsala,4.16923704,35.18843,0
2023-25,Uppsala,2.7004105,0,0
2023-25,Gävle,3.29930897,0,0
2023-25,Stockholm-Käppala,2.11224682,0,0
2023-25,Östhammar,0.67442768,0,0
2023-25,Malmö,3.3316419,0,0
2023-25,Örebro,2.41442797,10.50963,329.3142
2023-25,Umeå,6.89147846,0,0
2023-25,Linköping,3.98530709,0,0
2023-25,Karlstad,3.62591658,0,0
2023-25,Luleå,7.05217891,0,0
2023-25,Stockholm-Bromma,3.44953176,0,0
2023-25,Stockholm-Grödinge,0.91388967,NA,NA
2023-25,Göteborg,2.0027457,NA,NA
2023-26,Malmö,3.35947171,0,0
2023-26,Umeå,10.9358916,0,44.4230475
2023-26,Helsingborg,3.04526065,0,0
2023-26,Jönköping,2.86012389,0,0
2023-26,Göteborg,3.19292578,0,0
2023-26,Karlstad,2.7081476,0,0
2023-27,Uppsala,2.29717436,1.59913526,0
2023-27,Gävle,4.41269229,0.02329646,0.02299631
2023-27,Stockholm-Käppala,2.37013858,0,0
2023-27,Östhammar,0.63376038,0,0
2023-27,Malmö,2.02132533,0,0
2023-27,Örebro,1.53808876,0,0
2023-27,Umeå,1.79775195,0,0
2023-27,Kalmar,2.02201016,0,0
2023-27,Helsingborg,0.81002284,0,0
2023-27,Jönköping,3.54662994,0,0
2023-27,Västerås,0.95847407,0,0
2023-27,Östersund,1.78498943,0,0
2023-27,Göteborg,1.80166793,0,0
2023-27,Stockholm-Grödinge,0.57386134,0,0
2023-27,Linköping,1.26414917,1.86585919,0
2023-27,Karlstad,1.10829316,3.23096195,0
2023-27,Luleå,0.27037294,0,0
2023-27,Stockholm-Henriksdal,2.17016692,0,0
2023-27,Stockholm-Bromma,3.88957869,0,0
2023-28,Uppsala,2.53207533,0,0
2023-28,Gävle,0.69872765,0,0
2023-28,Stockholm-Käppala,2.3094716,0,0
2023-28,Östhammar,2.88326781,0,0
2023-28,Malmö,1.52631324,10.9359199,0
2023-28,Örebro,1.04404205,0,0
2023-28,Umeå,2.18352105,47.1841259,0
2023-28,Kalmar,1.07315287,0,0
2023-28,Helsingborg,3.06361994,0,0
2023-28,Jönköping,1.40070927,0,0
2023-28,Västerås,0.92258044,0,0
2023-28,Östersund,2.38620511,0,0
2023-28,Göteborg,1.3176885,0,0
2023-28,Stockholm-Grödinge,1.78357538,0,0
2023-28,Linköping,3.94661403,0,0
2023-28,Karlstad,0.93143474,0,0
2023-28,Luleå,1.46433189,0,0
2023-28,Stockholm-Henriksdal,1.85593265,0,0
2023-28,Stockholm-Bromma,1.54143424,0,0
2023-29,Uppsala,5.47368619,0.50245874,0
2023-29,Gävle,0.75279974,0,0
2023-29,Stockholm-Käppala,3.10652248,6.13324758,0
2023-29,Östhammar,7.20286801,0,0
2023-29,Malmö,1.84947484,2.82298957,0
2023-29,Örebro,1.58265215,0,0
2023-29,Umeå,4.01574736,9.17361912,0
2023-29,Kalmar,2.97973152,0,0
2023-29,Helsingborg,8.63990646,0,0
2023-29,Jönköping,5.31402894,0,0
2023-29,Västerås,1.44890188,8.44269179,0
2023-29,Östersund,6.74423986,0,0
2023-29,Göteborg,2.35231643,0,0
2023-29,Stockholm-Grödinge,4.49801327,0,0
2023-29,Linköping,5.22566884,0,0
2023-29,Karlstad,3.86906022,0,0
2023-29,Luleå,3.79332282,0,0
2023-29,Stockholm-Henriksdal,1.74457627,0,0
2023-29,Stockholm-Bromma,2.69171769,0,57.6678374
2023-30,Uppsala,5.4456814,0,0
2023-30,Gävle,3.54824284,0,0
2023-30,Stockholm-Käppala,3.67791345,0,0
2023-30,Östhammar,47.1526845,0,0
2023-30,Malmö,3.95296432,0,0
2023-30,Örebro,1.22770201,0,0
2023-30,Umeå,1.73229086,0,0
2023-30,Kalmar,2.1978237,23.4396905,0
2023-30,Helsingborg,3.45158496,0,0
2023-30,Västerås,2.29481856,0,0
2023-30,Östersund,1.79130892,0.4285343,0
2023-30,Göteborg,1.85928322,0,0
2023-30,Stockholm-Grödinge,2.48447152,0,0
2023-30,Linköping,2.58023767,1.57709855,0
2023-30,Karlstad,5.03523445,0,0
2023-30,Luleå,3.18532118,0,0
2023-30,Stockholm-Henriksdal,2.13307586,0,0
2023-30,Stockholm-Bromma,1.59098298,0,0
2023-31,Uppsala,6.99707221,0,0
2023-31,Gävle,5.2827077,0,0
2023-31,Stockholm-Käppala,5.45993863,0,0
2023-31,Östhammar,5.59457485,0,0
2023-31,Malmö,5.39999178,0,0
2023-31,Örebro,4.71665423,0,0
2023-31,Umeå,4.24630563,0,0
2023-31,Kalmar,9.09504062,0,0
2023-31,Helsingborg,4.90953238,0,0
2023-31,Jönköping,16.6453154,0,0
2023-31,Västerås,3.42610269,0,0
2023-31,Stockholm-Grödinge,3.66854056,17.2839293,0
2023-31,Linköping,3.00127796,20.1415478,0
2023-31,Karlstad,6.04994409,0,0
2023-31,Luleå,7.00783756,0,0
2023-31,Stockholm-Henriksdal,3.47069061,0,0
2023-31,Stockholm-Bromma,4.85682584,0,0
2023-31,Göteborg,3.36645056,15.9389,0
2023-32,Uppsala,4.64234923,NA,NA
2023-32,Gävle,7.32386593,NA,NA
2023-32,Stockholm-Käppala,3.5098442,NA,NA
2023-32,Östhammar,9.40433932,NA,NA
2023-32,Malmö,9.59994806,NA,NA
2023-32,Örebro,6.57317306,NA,NA
2023-32,Umeå,3.87149294,NA,NA
2023-32,Kalmar,2.18519268,NA,NA
2023-32,Helsingborg,5.86440326,NA,NA
2023-32,Jönköping,5.79969487,NA,NA
2023-32,Västerås,4.64284261,NA,NA
2023-32,Östersund,2.50334879,NA,NA
2023-32,Göteborg,4.9523399,NA,NA
2023-32,Stockholm-Grödinge,7.1178288,NA,NA
2023-32,Linköping,3.15134475,NA,NA
2023-32,Karlstad,5.21808521,NA,NA
2023-32,Luleå,3.25275911,NA,NA
2023-32,Stockholm-Henriksdal,2.91221436,NA,NA
2023-32,Stockholm-Bromma,2.43373374,NA,NA
2023-33,Uppsala,6.20078831,NA,NA
2023-33,Umeå,2.79498571,NA,NA
2023-33,Stockholm-Bromma,3.78196981,NA,NA
2023-33,Linköping,3.4171665,NA,NA
2023-33,Jönköping,5.85861726,NA,NA
2023-33,Stockholm-Henriksdal,1.7696822,NA,NA
2023-33,Stockholm-Käppala,2.87889678,NA,NA
2023-33,Stockholm-Grödinge,2.69160888,NA,NA
2023-33,Östersund,13.0094606,NA,NA
2023-34,Uppsala,4.63596968,NA,NA
2023-34,Gävle,8.72459405,NA,NA
2023-34,Stockholm-Käppala,13.9766808,NA,NA
2023-34,Östhammar,10.187051,NA,NA
2023-34,Malmö,5.5344648,NA,NA
2023-34,Örebro,6.74283474,NA,NA
2023-34,Umeå,3.00285617,NA,NA
2023-34,Kalmar,12.0003011,NA,NA
2023-34,Helsingborg,13.6047358,NA,NA
2023-34,Jönköping,10.112157,NA,NA
2023-34,Västerås,5.11692054,NA,NA
2023-34,Östersund,17.9099299,NA,NA
2023-34,Göteborg,4.49776971,NA,NA
2023-34,Stockholm-Grödinge,7.63216777,NA,NA
2023-34,Linköping,4.49375411,NA,NA
2023-34,Karlstad,4.05875164,NA,NA
2023-34,Luleå,2.16611567,NA,NA
2023-34,Stockholm-Henriksdal,2.81824204,NA,NA
2023-34,Stockholm-Bromma,8.51325668,NA,NA
2023-35,Uppsala,10.8812086,NA,NA
2023-35,Stockholm-Käppala,8.43198369,NA,NA
2023-35,Östhammar,28.3387463,NA,NA
2023-35,Malmö,9.06835626,NA,NA
2023-35,Örebro,12.3096777,NA,NA
2023-35,Umeå,2.48817321,NA,NA
2023-35,Kalmar,4.31279107,NA,NA
2023-35,Helsingborg,10.4760916,NA,NA
2023-35,Jönköping,9.17367455,NA,NA
2023-35,Västerås,4.69582728,NA,NA
2023-35,Östersund,15.5925195,NA,NA
2023-35,Göteborg,6.1222816,NA,NA
2023-35,Stockholm-Grödinge,5.48081505,NA,NA
2023-35,Linköping,7.46006773,NA,NA
2023-35,Karlstad,5.14629261,NA,NA
2023-35,Luleå,1.54025121,NA,NA
2023-35,Stockholm-Henriksdal,3.92976347,NA,NA
2023-35,Stockholm-Bromma,5.15714634,NA,NA
2023-36,Uppsala,9.530676559,NA,0
2023-36,Gävle,7.897046628,0,0
2023-36,Stockholm-Käppala,7.850591637,0,NA
2023-36,Östhammar,8.987400952,0,0
2023-36,Malmö,4.80989411,NA,0
2023-36,Örebro,2.603084116,0,0
2023-36,Umeå,4.194786396,NA,0
2023-36,Kalmar,4.839362779,NA,0
2023-36,Helsingborg,7.238348167,0,0
2023-36,Jönköping,5.85999951,NA,0
2023-36,Västerås,4.729806685,0,0
2023-36,Östersund,,NA,0
2023-36,Göteborg,3.72081778,NA,0
2023-36,Stockholm-Grödinge,4.06128604,0,0
2023-36,Linköping,6.272421158,0,0
2023-36,Karlstad,8.920820132,NA,0
2023-36,Luleå,5.59411675,0,0
2023-36,Stockholm-Henriksdal,3.234516875,NA,NA
2023-36,Stockholm-Bromma,5.561793315,0,0
2023-37,Uppsala,4.737408364,NA,NA
2023-37,Gävle,6.88490848,NA,NA
2023-37,Stockholm-Käppala,2.711401224,NA,NA
2023-37,Östhammar,6.543657648,NA,NA
2023-37,Malmö,2.143134318,0.039264,NA
2023-37,Örebro,1.452242019,NA,NA
2023-37,Umeå,3.79661193,NA,NA
2023-37,Kalmar,4.057877433,NA,NA
2023-37,Helsingborg,5.196636165,NA,NA
2023-37,Jönköping,3.909450531,NA,NA
2023-37,Västerås,4.233751379,NA,NA
2023-37,Östersund,7.203955904,NA,NA
2023-37,Göteborg,2.973623916,NA,NA
2023-37,Stockholm-Grödinge,3.212441067,NA,NA
2023-37,Linköping,3.932929889,NA,NA
2023-37,Karlstad,7.110476559,NA,NA
2023-37,Luleå,5.189565876,NA,NA
2023-37,Stockholm-Henriksdal,4.168503505,NA,NA
2023-37,Stockholm-Bromma,2.381481365,NA,NA
2023-38,Uppsala,4.085071477,NA,NA
2023-38,Gävle,4.160942117,NA,NA
2023-38,Stockholm-Käppala,3.147641344,NA,NA
2023-38,Malmö,3.248774483,0.084437,NA
2023-38,Örebro,3.322098586,NA,NA
2023-38,Umeå,2.754076764,NA,NA
2023-38,Kalmar,2.637366133,0.071534,NA
2023-38,Helsingborg,3.320422254,NA,NA
2023-38,Jönköping,5.80086017,NA,NA
2023-38,Västerås,2.492700062,NA,NA
2023-38,Göteborg,2.547006181,0.086175,NA
2023-38,Stockholm-Grödinge,2.468573429,NA,NA
2023-38,Linköping,2.91857635,NA,NA
2023-38,Karlstad,2.578795754,NA,NA
2023-38,Luleå,2.523315599,NA,NA
2023-38,Stockholm-Bromma,1.845066944,NA,NA
2023-39,Uppsala,3.10355401,NA,0
2023-39,Gävle,4.299946295,0,0
2023-39,Stockholm-Käppala,2.40031591,0,NA
2023-39,Östhammar,6.713633393,0,0
2023-39,Malmö,1.502188915,NA,0
2023-39,Örebro,2.718121411,0,0
2023-39,Umeå,3.089205439,NA,0
2023-39,Kalmar,2.759305975,NA,0
2023-39,Helsingborg,3.066077105,0.003137,0
2023-39,Jönköping,3.632249384,NA,0
2023-39,Östersund,4.69447847,0.035177,0
2023-39,Göteborg,2.718574467,NA,0
2023-39,Stockholm-Grödinge,2.119823273,0,0
2023-39,Linköping,1.93197251,0,0
2023-39,Karlstad,2.530390172,NA,0
2023-39,Luleå,NA,0,0
2023-39,Stockholm-Henriksdal,1.968343449,NA,NA
2023-39,Stockholm-Bromma,3.431544827,0,0
2023-40,Uppsala,2.349900444,0,0
2023-40,Gävle,5.053403759,0,0
2023-40,Stockholm-Käppala,3.368015872,0.013136,0.203623
2023-40,Östhammar,17.16850932,0,0
2023-40,Malmö,1.738926448,0.164578,0
2023-40,Örebro,2.302185835,0,0
2023-40,Umeå,3.866931427,0,0
2023-40,Kalmar,1.589652632,0.051566,0
2023-40,Jönköping,1.926462157,0,0
2023-40,Västerås,0.358074177,0,0
2023-40,Östersund,3.59433018,0.14753,0
2023-40,Göteborg,1.555606476,0.041804,0
2023-40,Stockholm-Grödinge,1.807904867,0.038635,0
2023-40,Linköping,2.845579859,0.090105,0
2023-40,Karlstad,4.485266371,0,0
2023-40,Luleå,2.816367159,0,0
2023-40,Stockholm-Henriksdal,1.869301349,0.029529,0
2023-40,Stockholm-Bromma,1.74216233,0,0
2023-41,Uppsala,2.993517429,0.009503,0
2023-41,Gävle,3.951330549,0,0.136244
2023-41,Stockholm-Käppala,3.102317067,0.02137,0
2023-41,Östhammar,7.633009797,0,0
2023-41,Malmö,2.606674481,0.007375,0
2023-41,Umeå,4.276730909,0.018482,0
2023-41,Helsingborg,2.524747267,0.007642,0
2023-41,Jönköping,10.15179629,0.127184,0.256588
2023-41,Västerås,2.245778505,0.008418,0
2023-41,Göteborg,2.251828761,0.020286,0.060569
2023-41,Stockholm-Grödinge,2.696681746,0.015758,0
2023-41,Karlstad,3.413738182,0,0
2023-41,Luleå,2.974127476,0,0
2023-41,Stockholm-Henriksdal,2.879642705,0.009647,0
2023-43,Gävle,12.9725329,0,0
2023-43,Göteborg,8.31756052,0,0
2023-43,Helsingborg,11.5909751,0,0
2023-43,Jönköping,4.15446802,0,0
2023-43,Kalmar,7.13039178,0.160068,0
2023-43,Karlstad,9.42460759,0,0
2023-43,Linköping,13.0444964,0.03111685,0
2023-43,Luleå,7.44375115,0,0
2023-43,Malmö,4.45235875,0.04791055,0
2023-43,Örebro,5.72083062,0,0
2023-43,Östhammar,9.2951831,0,0
2023-43,Östersund,26.9093863,0.44834646,0
2023-43,Stockholm-Bromma,20.9949043,0,0
2023-43,Stockholm-Grödinge,4.40609615,0,0
2023-43,Stockholm-Henriksdal,4.10112336,0.03158795,0
2023-43,Umeå,18.6778965,0.12174303,0
2023-43,Uppsala,7.57932592,0.03493832,0
2023-43,Västerås,5.51800036,0,0
2023-44,Stockholm-Käppala,5.618215112,0.014206056,0.01881064
2023-44,Stockholm-Bromma,18.73700567,0.320685652,0
2023-44,Göteborg,11.87694239,0,0
2023-44,Stockholm-Grödinge,9.973869465,0.100269955,0.188145704
2023-44,Helsingborg,9.925874705,0.097161076,0.038217179
2023-44,Stockholm-Henriksdal,7.597488122,0.082750137,0
2023-44,Kalmar,10.56663334,0.235218487,0
2023-44,Stockholm-Käppala,12.75380132,0.148447467,0.920464557
2023-44,Karlstad,35.560961,0.119022591,0
2023-44,Linköping,NA,0.970226117,0.072406783
2023-44,Luleå,NA,0.265235136,0.046126074
2023-44,Umeå,18.62448028,0.067654965,0
2023-44,Uppsala,12.25909412,0.11623206,0.037348876
2023-44,Västerås,5.553082423,0.237547357,0
2023-44,Örebro,11.71802366,0.065294361,0
2023-44,Östhammar,111.8788643,0,0
2023-44,Gävle,15.55197486,0.080812879,0.03721346
2023-44,Jönköping,6.608646071,0.032039538,0
2023-44,Malmö,NA,NA,0
2023-44,Östersund,50.37323425,0.437246721,0
